"","GEOID","County","State","indicator","value"
"475","13275","Thomas, GA","GEORGIA","Total Population",44630
"476","13277","Tift, GA","GEORGIA","Total Population",40541
"477","13279","Toombs, GA","GEORGIA","Total Population",26972
"478","13281","Towns, GA","GEORGIA","Total Population",11617
"479","13283","Treutlen, GA","GEORGIA","Total Population",6795
"480","13285","Troup, GA","GEORGIA","Total Population",69919
"481","13287","Turner, GA","GEORGIA","Total Population",7943
"482","13289","Twiggs, GA","GEORGIA","Total Population",8229
"483","13291","Union, GA","GEORGIA","Total Population",23288
"484","13293","Upson, GA","GEORGIA","Total Population",26236
"485","13295","Walker, GA","GEORGIA","Total Population",69039
"486","13297","Walton, GA","GEORGIA","Total Population",91442
"487","13299","Ware, GA","GEORGIA","Total Population",35593
"488","13301","Warren, GA","GEORGIA","Total Population",5297
"489","13303","Washington, GA","GEORGIA","Total Population",20436
"490","13305","Wayne, GA","GEORGIA","Total Population",29788
"491","13307","Webster, GA","GEORGIA","Total Population",2610
"492","13309","Wheeler, GA","GEORGIA","Total Population",7928
"493","13311","White, GA","GEORGIA","Total Population",29489
"494","13313","Whitfield, GA","GEORGIA","Total Population",104237
"495","13315","Wilcox, GA","GEORGIA","Total Population",8824
"496","13317","Wilkes, GA","GEORGIA","Total Population",9844
"497","13319","Wilkinson, GA","GEORGIA","Total Population",9010
"498","13321","Worth, GA","GEORGIA","Total Population",20494
"499","15003","Honolulu, HI","HAWAII","Total Population",984821
"500","15007","Kauai, HI","HAWAII","Total Population",71769
"501","16001","Ada, ID","IDAHO","Total Population",456849
"502","16003","Adams, ID","IDAHO","Total Population",4097
"503","16005","Bannock, ID","IDAHO","Total Population",85765
"504","16007","BearLake, ID","IDAHO","Total Population",6000
"505","16009","Benewah, ID","IDAHO","Total Population",9138
"506","16011","Bingham, ID","IDAHO","Total Population",45839
"507","16013","Blaine, ID","IDAHO","Total Population",22373
"508","16015","Boise, ID","IDAHO","Total Population",7378
"509","16017","Bonner, ID","IDAHO","Total Population",43611
"510","16019","Bonneville, ID","IDAHO","Total Population",114392
"511","16021","Boundary, ID","IDAHO","Total Population",11845
"512","16023","Butte, ID","IDAHO","Total Population",2581
"513","16025","Camas, ID","IDAHO","Total Population",1048
"514","16027","Canyon, ID","IDAHO","Total Population",217633
"515","16029","Caribou, ID","IDAHO","Total Population",6953
"516","16031","Cassia, ID","IDAHO","Total Population",23690
"517","16035","Clearwater, ID","IDAHO","Total Population",8673
"518","16037","Custer, ID","IDAHO","Total Population",4169
"519","16039","Elmore, ID","IDAHO","Total Population",26743
"520","16041","Franklin, ID","IDAHO","Total Population",13464
"521","16045","Gem, ID","IDAHO","Total Population",17331
"522","16047","Gooding, ID","IDAHO","Total Population",15148
"523","16051","Jefferson, ID","IDAHO","Total Population",28534
"524","16053","Jerome, ID","IDAHO","Total Population",23730
"525","16055","Kootenai, ID","IDAHO","Total Population",157322
"526","16057","Latah, ID","IDAHO","Total Population",39505
"527","16059","Lemhi, ID","IDAHO","Total Population",7847
"528","16061","Lewis, ID","IDAHO","Total Population",3838
"529","16063","Lincoln, ID","IDAHO","Total Population",5350
"530","16065","Madison, ID","IDAHO","Total Population",39100
"531","16067","Minidoka, ID","IDAHO","Total Population",20705
"532","16069","NezPerce, ID","IDAHO","Total Population",40217
"533","16071","Oneida, ID","IDAHO","Total Population",4385
"534","16073","Owyhee, ID","IDAHO","Total Population",11552
"535","16075","Payette, ID","IDAHO","Total Population",23260
"536","16077","Power, ID","IDAHO","Total Population",7671
"537","16079","Shoshone, ID","IDAHO","Total Population",12609
"538","16081","Teton, ID","IDAHO","Total Population",11426
"539","16083","TwinFalls, ID","IDAHO","Total Population",84869
"540","16085","Valley, ID","IDAHO","Total Population",10709
"541","16087","Washington, ID","IDAHO","Total Population",10057
"542","17001","Adams, IL","ILLINOIS","Total Population",66085
"543","17003","Alexander, IL","ILLINOIS","Total Population",6260
"544","17005","Bond, IL","ILLINOIS","Total Population",16589
"545","17007","Boone, IL","ILLINOIS","Total Population",53537
"546","17009","Brown, IL","ILLINOIS","Total Population",6628
"547","17011","Bureau, IL","ILLINOIS","Total Population",33122
"548","17013","Calhoun, IL","ILLINOIS","Total Population",4830
"549","17015","Carroll, IL","ILLINOIS","Total Population",14466
"550","17017","Cass, IL","ILLINOIS","Total Population",12493
"551","17019","Champaign, IL","ILLINOIS","Total Population",209922
"552","17021","Christian, IL","ILLINOIS","Total Population",32931
"553","17023","Clark, IL","ILLINOIS","Total Population",15716
"554","17025","Clay, IL","ILLINOIS","Total Population",13287
"555","17027","Clinton, IL","ILLINOIS","Total Population",37634
"556","17029","Coles, IL","ILLINOIS","Total Population",51353
"557","17031","Cook, IL","ILLINOIS","Total Population",5198275
"558","17033","Crawford, IL","ILLINOIS","Total Population",18972
"559","17035","Cumberland, IL","ILLINOIS","Total Population",10836
"560","17037","DeKalb, IL","ILLINOIS","Total Population",104366
"561","17039","DeWitt, IL","ILLINOIS","Total Population",15932
"562","17041","Douglas, IL","ILLINOIS","Total Population",19623
"563","17043","DuPage, IL","ILLINOIS","Total Population",929060
"564","17045","Edgar, IL","ILLINOIS","Total Population",17407
"565","17047","Edwards, IL","ILLINOIS","Total Population",6455
"566","17049","Effingham, IL","ILLINOIS","Total Population",34137
"567","17051","Fayette, IL","ILLINOIS","Total Population",21565
"568","17053","Ford, IL","ILLINOIS","Total Population",13270
"569","17055","Franklin, IL","ILLINOIS","Total Population",38923
"570","17057","Fulton, IL","ILLINOIS","Total Population",35092
"571","17059","Gallatin, IL","ILLINOIS","Total Population",5064
"572","17061","Greene, IL","ILLINOIS","Total Population",13132
"573","17063","Grundy, IL","ILLINOIS","Total Population",50666
"574","17065","Hamilton, IL","ILLINOIS","Total Population",8176
"575","17067","Hancock, IL","ILLINOIS","Total Population",17983
"576","17069","Hardin, IL","ILLINOIS","Total Population",3939
"577","17071","Henderson, IL","ILLINOIS","Total Population",6809
"578","17073","Henry, IL","ILLINOIS","Total Population",49267
"579","17075","Iroquois, IL","ILLINOIS","Total Population",27812
"580","17077","Jackson, IL","ILLINOIS","Total Population",57977
"581","17079","Jasper, IL","ILLINOIS","Total Population",9594
"582","17081","Jefferson, IL","ILLINOIS","Total Population",37985
"583","17083","Jersey, IL","ILLINOIS","Total Population",21937
"584","17085","JoDaviess, IL","ILLINOIS","Total Population",21588
"585","17087","Johnson, IL","ILLINOIS","Total Population",12494
"586","17089","Kane, IL","ILLINOIS","Total Population",531376
"587","17091","Kankakee, IL","ILLINOIS","Total Population",110637
"588","17093","Kendall, IL","ILLINOIS","Total Population",126054
"589","17095","Knox, IL","ILLINOIS","Total Population",50508
"590","17097","Lake, IL","ILLINOIS","Total Population",701473
"591","17101","Lawrence, IL","ILLINOIS","Total Population",16033
"592","17103","Lee, IL","ILLINOIS","Total Population",34389
"593","17105","Livingston, IL","ILLINOIS","Total Population",36040
"594","17107","Logan, IL","ILLINOIS","Total Population",29003
"595","17109","McDonough, IL","ILLINOIS","Total Population",30479
"596","17111","McHenry, IL","ILLINOIS","Total Population",307714
"597","17113","McLean, IL","ILLINOIS","Total Population",172578
"598","17115","Macon, IL","ILLINOIS","Total Population",105528
"599","17117","Macoupin, IL","ILLINOIS","Total Population",45463
"600","17119","Madison, IL","ILLINOIS","Total Population",264776
"601","17121","Marion, IL","ILLINOIS","Total Population",37743
"602","17123","Marshall, IL","ILLINOIS","Total Population",11679
"603","17125","Mason, IL","ILLINOIS","Total Population",13621
"604","17127","Massac, IL","ILLINOIS","Total Population",14219
"605","17129","Menard, IL","ILLINOIS","Total Population",12306
"606","17131","Mercer, IL","ILLINOIS","Total Population",15589
"607","17133","Monroe, IL","ILLINOIS","Total Population",34168
"608","17135","Montgomery, IL","ILLINOIS","Total Population",28828
"609","17137","Morgan, IL","ILLINOIS","Total Population",34247
"610","17139","Moultrie, IL","ILLINOIS","Total Population",14641
"611","17141","Ogle, IL","ILLINOIS","Total Population",51025
"612","17143","Peoria, IL","ILLINOIS","Total Population",182770
"613","17145","Perry, IL","ILLINOIS","Total Population",21251
"614","17147","Piatt, IL","ILLINOIS","Total Population",16401
"615","17149","Pike, IL","ILLINOIS","Total Population",15672
"616","17151","Pope, IL","ILLINOIS","Total Population",4203
"617","17153","Pulaski, IL","ILLINOIS","Total Population",5510
"618","17155","Putnam, IL","ILLINOIS","Total Population",5721
"619","17157","Randolph, IL","ILLINOIS","Total Population",32295
"620","17159","Richland, IL","ILLINOIS","Total Population",15766
"621","17161","RockIsland, IL","ILLINOIS","Total Population",143873
"622","17163","St.Clair, IL","ILLINOIS","Total Population",262338
"623","17165","Saline, IL","ILLINOIS","Total Population",23994
"624","17167","Sangamon, IL","ILLINOIS","Total Population",196861
"625","17169","Schuyler, IL","ILLINOIS","Total Population",6953
"626","17171","Scott, IL","ILLINOIS","Total Population",5005
"627","17173","Shelby, IL","ILLINOIS","Total Population",21737
"628","17175","Stark, IL","ILLINOIS","Total Population",5447
"629","17177","Stephenson, IL","ILLINOIS","Total Population",45093
"630","17179","Tazewell, IL","ILLINOIS","Total Population",133195
"631","17181","Union, IL","ILLINOIS","Total Population",16968
"632","17183","Vermilion, IL","ILLINOIS","Total Population",77563
"633","17185","Wabash, IL","ILLINOIS","Total Population",11546
"634","17187","Warren, IL","ILLINOIS","Total Population",17146
"635","17189","Washington, IL","ILLINOIS","Total Population",14058
"636","17191","Wayne, IL","ILLINOIS","Total Population",16402
"637","17193","White, IL","ILLINOIS","Total Population",13868
"638","17195","Whiteside, IL","ILLINOIS","Total Population",56016
"639","17197","Will, IL","ILLINOIS","Total Population",689315
"640","17199","Williamson, IL","ILLINOIS","Total Population",67102
"641","17201","Winnebago, IL","ILLINOIS","Total Population",284819
"642","17203","Woodford, IL","ILLINOIS","Total Population",38700
"643","18001","Adams, IN","INDIANA","Total Population",35376
"644","18003","Allen, IN","INDIANA","Total Population",372575
"645","18005","Bartholomew, IN","INDIANA","Total Population",82481
"646","18007","Benton, IN","INDIANA","Total Population",8677
"647","18009","Blackford, IN","INDIANA","Total Population",12013
"648","18011","Boone, IN","INDIANA","Total Population",65544
"649","18013","Brown, IN","INDIANA","Total Population",15064
"650","18015","Carroll, IN","INDIANA","Total Population",20074
"651","18017","Cass, IN","INDIANA","Total Population",37880
"652","18019","Clark, IN","INDIANA","Total Population",116507
"653","18021","Clay, IN","INDIANA","Total Population",26234
"654","18023","Clinton, IN","INDIANA","Total Population",32273
"655","18025","Crawford, IN","INDIANA","Total Population",10569
"656","18027","Daviess, IN","INDIANA","Total Population",33120
"657","18029","Dearborn, IN","INDIANA","Total Population",49479
"658","18031","Decatur, IN","INDIANA","Total Population",26562
"659","18033","DeKalb, IN","INDIANA","Total Population",42927
"660","18035","Delaware, IN","INDIANA","Total Population",115020
"661","18037","Dubois, IN","INDIANA","Total Population",42543
"662","18039","Elkhart, IN","INDIANA","Total Population",204558
"663","18041","Fayette, IN","INDIANA","Total Population",23194
"664","18043","Floyd, IN","INDIANA","Total Population",77320
"665","18045","Fountain, IN","INDIANA","Total Population",16430
"666","18047","Franklin, IN","INDIANA","Total Population",22774
"667","18049","Fulton, IN","INDIANA","Total Population",20096
"668","18051","Gibson, IN","INDIANA","Total Population",33656
"669","18053","Grant, IN","INDIANA","Total Population",66452
"670","18055","Greene, IN","INDIANA","Total Population",32159
"671","18057","Hamilton, IN","INDIANA","Total Population",323117
"672","18059","Hancock, IN","INDIANA","Total Population",75164
"673","18061","Harrison, IN","INDIANA","Total Population",39940
"674","18063","Hendricks, IN","INDIANA","Total Population",163799
"675","18065","Henry, IN","INDIANA","Total Population",48255
"676","18067","Howard, IN","INDIANA","Total Population",82331
"677","18069","Huntington, IN","INDIANA","Total Population",36359
"678","18071","Jackson, IN","INDIANA","Total Population",44025
"679","18073","Jasper, IN","INDIANA","Total Population",33447
"680","18075","Jay, IN","INDIANA","Total Population",20840
"681","18077","Jefferson, IN","INDIANA","Total Population",32201
"682","18079","Jennings, IN","INDIANA","Total Population",27710
"683","18081","Johnson, IN","INDIANA","Total Population",153716
"684","18083","Knox, IN","INDIANA","Total Population",37065
"685","18085","Kosciusko, IN","INDIANA","Total Population",79035
"686","18089","Lake, IN","INDIANA","Total Population",485707
"687","18091","LaPorte, IN","INDIANA","Total Population",110154
"688","18093","Lawrence, IN","INDIANA","Total Population",45548
"689","18095","Madison, IN","INDIANA","Total Population",129455
"690","18097","Marion, IN","INDIANA","Total Population",951869
"691","18099","Marshall, IN","INDIANA","Total Population",46461
"692","18101","Martin, IN","INDIANA","Total Population",10212
"693","18103","Miami, IN","INDIANA","Total Population",35815
"694","18105","Monroe, IN","INDIANA","Total Population",146461
"695","18107","Montgomery, IN","INDIANA","Total Population",38287
"696","18109","Morgan, IN","INDIANA","Total Population",69922
"697","18111","Newton, IN","INDIANA","Total Population",13992
"698","18113","Noble, IN","INDIANA","Total Population",47506
"699","18115","Ohio, IN","INDIANA","Total Population",5874
"700","18117","Orange, IN","INDIANA","Total Population",19545
"701","18119","Owen, IN","INDIANA","Total Population",20835
"702","18121","Parke, IN","INDIANA","Total Population",16946
"703","18123","Perry, IN","INDIANA","Total Population",19102
"704","18125","Pike, IN","INDIANA","Total Population",12378
"705","18127","Porter, IN","INDIANA","Total Population",168636
"706","18129","Posey, IN","INDIANA","Total Population",25560
"707","18131","Pulaski, IN","INDIANA","Total Population",12559
"708","18133","Putnam, IN","INDIANA","Total Population",37384
"709","18135","Randolph, IN","INDIANA","Total Population",24926
"710","18137","Ripley, IN","INDIANA","Total Population",28391
"711","18139","Rush, IN","INDIANA","Total Population",16641
"712","18141","St.Joseph, IN","INDIANA","Total Population",270216
